AIRLINE,AIRLINE_P,DEST_AIRPORT,DEST_AIRPORT_P,Delays,YEAR,MONTH,Flight_Status
YV,12,DFW,31,177.0,2019,1,Delayed
9E,0,CVG,27,140.0,2019,1,Delayed
NK,8,ORD,83,41.0,2019,1,Normal
AA,1,PHX,88,529.0,2019,1,Delayed
MQ,7,ORD,83,210.0,2019,1,Delayed
AA,1,MIA,71,20.0,2019,1,Normal
YV,12,LGA,63,429.0,2019,1,Delayed
YV,12,ELP,37,82.0,2019,1,Delayed
YV,12,TUS,114,223.0,2019,1,Delayed
YV,12,LGA,63,110.0,2019,1,Delayed
EV,5,BTR,14,125.0,2019,1,Delayed
EV,5,AEX,1,207.0,2019,1,Delayed
EV,5,CAE,17,94.0,2019,1,Delayed
AA,1,MIA,71,25.0,2019,1,Normal
YV,12,PHX,88,2056.0,2019,1,Delayed
YV,12,DFW,31,180.0,2019,1,Delayed
EV,5,BTR,14,91.0,2019,1,Delayed
EV,5,HOB,47,137.0,2019,1,Delayed
EV,5,MFE,70,16.0,2019,1,Normal
EV,5,CAE,17,189.0,2019,1,Delayed
EV,5,BRO,13,87.0,2019,1,Delayed
UA,11,TUS,114,170.0,2019,1,Delayed
UA,11,MSY,76,50.0,2019,1,Delayed
YV,12,TUL,113,61.0,2019,1,Delayed
YV,12,OKC,80,316.0,2019,1,Delayed
YV,12,BNA,10,95.0,2019,1,Delayed
YV,12,DAY,28,54.0,2019,1,Delayed
YV,12,DCA,29,135.0,2019,1,Delayed
YV,12,RNO,95,103.0,2019,1,Delayed
YX,13,PIT,89,99.0,2019,1,Delayed
YX,13,DTW,34,94.0,2019,1,Delayed
UA,11,ORD,83,34.0,2019,1,Normal
UA,11,ORD,83,110.0,2019,1,Delayed
UA,11,SNA,109,54.0,2019,1,Delayed
UA,11,SFO,102,89.0,2019,1,Delayed
UA,11,SNA,109,272.0,2019,1,Delayed
UA,11,TPA,112,182.0,2019,1,Delayed
UA,11,MSY,76,108.0,2019,1,Delayed
YV,12,BZN,16,113.0,2019,1,Delayed
YV,12,BOI,11,51.0,2019,1,Delayed
EV,5,HRL,48,213.0,2019,1,Delayed
OO,10,SDF,100,251.0,2019,1,Delayed
OO,10,MKE,72,235.0,2019,1,Delayed
AA,1,DFW,31,871.0,2019,1,Delayed
YV,12,RIC,94,203.0,2019,1,Delayed
YV,12,MSP,75,63.0,2019,1,Delayed
OO,10,DTW,34,469.0,2019,1,Delayed
AA,1,DFW,31,141.0,2019,1,Delayed
YV,12,OKC,80,37.0,2019,1,Normal
YV,12,AUS,7,72.0,2019,1,Delayed
YV,12,XNA,117,50.0,2019,1,Delayed
EV,5,IND,52,44.0,2019,1,Delayed
YX,13,XNA,117,55.0,2019,1,Delayed
UA,11,DCA,29,160.0,2019,1,Delayed
UA,11,MEM,69,70.0,2019,1,Delayed
UA,11,SEA,101,19.0,2019,1,Normal
UA,11,MFE,70,162.0,2019,1,Delayed
UA,11,EWR,38,26.0,2019,1,Normal
YV,12,BOI,11,98.0,2019,1,Delayed
YV,12,JAX,55,168.0,2019,1,Delayed
YV,12,MSP,75,150.0,2019,1,Delayed
EV,5,SHV,104,65.0,2019,1,Delayed
EV,5,IND,52,18.0,2019,1,Normal
EV,5,STL,110,22.0,2019,1,Normal
EV,5,MCI,67,26.0,2019,1,Normal
NK,8,SAN,97,169.0,2019,1,Delayed
OO,10,MSP,75,62.0,2019,1,Delayed
AA,1,PHL,87,46.0,2019,1,Normal
MQ,7,ORD,83,53.0,2019,1,Delayed
AA,1,LAX,58,213.0,2019,1,Delayed
YV,12,LIT,64,17.0,2019,1,Normal
YV,12,CLE,20,15.0,2019,1,Normal
YV,12,ORF,84,20.0,2019,1,Normal
YV,12,MAF,66,116.0,2019,1,Delayed
YV,12,SAV,99,75.0,2019,1,Delayed
YV,12,MCI,67,17.0,2019,1,Normal
YV,12,MKE,72,51.0,2019,1,Delayed
YV,12,ABQ,0,97.0,2019,1,Delayed
YV,12,ABQ,0,99.0,2019,1,Delayed
YV,12,TUL,113,58.0,2019,1,Delayed
NK,8,LAS,57,370.0,2019,1,Delayed
NK,8,LAX,58,56.0,2019,1,Delayed
OO,10,SDF,100,20.0,2019,1,Normal
OO,10,LFT,62,18.0,2019,1,Normal
OO,10,BNA,10,125.0,2019,1,Delayed
OO,10,ASE,5,42.0,2019,1,Normal
OO,10,ASE,5,24.0,2019,1,Normal
AA,1,CLT,22,21.0,2019,1,Normal
AA,1,MIA,71,18.0,2019,1,Normal
AA,1,MIA,71,53.0,2019,1,Delayed
AA,1,MIA,71,70.0,2019,1,Delayed
YV,12,DFW,31,391.0,2019,1,Delayed
UA,11,ORD,83,160.0,2019,1,Delayed
UA,11,SFO,102,41.0,2019,1,Normal
UA,11,SFO,102,149.0,2019,1,Delayed
UA,11,DEN,30,53.0,2019,1,Delayed
UA,11,ORD,83,43.0,2019,1,Delayed
UA,11,PDX,86,22.0,2019,1,Normal
UA,11,TPA,112,82.0,2019,1,Delayed
UA,11,LAS,57,61.0,2019,1,Delayed
UA,11,RSW,96,19.0,2019,1,Normal
UA,11,LGA,63,116.0,2019,1,Delayed
UA,11,SAT,98,97.0,2019,1,Delayed
UA,11,IAD,50,28.0,2019,1,Normal
UA,11,ORD,83,159.0,2019,1,Delayed
UA,11,EWR,38,44.0,2019,1,Delayed
UA,11,BNA,10,17.0,2019,1,Normal
YV,12,LGA,63,95.0,2019,1,Delayed
YV,12,SLC,107,38.0,2019,1,Normal
YV,12,PHL,87,31.0,2019,1,Normal
YV,12,PHX,88,276.0,2019,1,Delayed
YV,12,DFW,31,113.0,2019,1,Delayed
YV,12,GSP,43,15.0,2019,1,Normal
EV,5,MLU,73,138.0,2019,1,Delayed
EV,5,HSV,49,78.0,2019,1,Delayed
NK,8,ORD,83,693.0,2019,1,Delayed
OO,10,SLC,107,167.0,2019,1,Delayed
OO,10,SLC,107,24.0,2019,1,Normal
OO,10,SDF,100,200.0,2019,1,Delayed
OO,10,BNA,10,113.0,2019,1,Delayed
AA,1,MIA,71,16.0,2019,1,Normal
AA,1,DFW,31,44.0,2019,1,Delayed
NK,8,ORD,83,251.0,2019,1,Delayed
UA,11,SNA,109,361.0,2019,1,Delayed
UA,11,DFW,31,16.0,2019,1,Normal
UA,11,MSY,76,95.0,2019,1,Delayed
UA,11,DEN,30,35.0,2019,1,Normal
UA,11,FLL,39,20.0,2019,1,Normal
UA,11,DEN,30,146.0,2019,1,Delayed
UA,11,SAN,97,277.0,2019,1,Delayed
UA,11,SLC,107,28.0,2019,1,Normal
UA,11,EWR,38,52.0,2019,1,Delayed
UA,11,ORD,83,147.0,2019,1,Delayed
UA,11,BWI,15,127.0,2019,1,Delayed
UA,11,PHL,87,683.0,2019,1,Delayed
UA,11,RSW,96,198.0,2019,1,Delayed
UA,11,ORD,83,20.0,2019,1,Normal
UA,11,PHX,88,21.0,2019,1,Normal
UA,11,OKC,80,29.0,2019,1,Normal
UA,11,DCA,29,111.0,2019,1,Delayed
UA,11,LAX,58,62.0,2019,1,Delayed
UA,11,ORD,83,253.0,2019,1,Delayed
UA,11,CLE,20,496.0,2019,1,Delayed
UA,11,LAS,57,15.0,2019,1,Normal
UA,11,DEN,30,30.0,2019,1,Normal
UA,11,ORD,83,229.0,2019,1,Delayed
UA,11,SLC,107,169.0,2019,1,Delayed
UA,11,EWR,38,154.0,2019,1,Delayed
UA,11,STL,110,97.0,2019,1,Delayed
YV,12,ELP,37,66.0,2019,1,Delayed
YV,12,SLC,107,46.0,2019,1,Normal
YV,12,MAF,66,104.0,2019,1,Delayed
EV,5,AEX,1,135.0,2019,1,Delayed
EV,5,CLL,21,98.0,2019,1,Delayed
EV,5,DAY,28,222.0,2019,1,Delayed
AA,1,PHL,87,22.0,2019,1,Normal
YV,12,TUL,113,238.0,2019,1,Delayed
YV,12,OKC,80,53.0,2019,1,Delayed
YV,12,CVG,27,30.0,2019,1,Normal
YV,12,AUS,7,57.0,2019,1,Delayed
YV,12,DCA,29,98.0,2019,1,Delayed
YV,12,BNA,10,40.0,2019,1,Normal
YV,12,MAF,66,23.0,2019,1,Normal
AA,1,DFW,31,41.0,2019,1,Normal
YX,13,CMH,23,105.0,2019,1,Delayed
YX,13,ATL,6,74.0,2019,1,Delayed
YX,13,ICT,51,26.0,2019,1,Normal
YV,12,MAF,66,102.0,2019,1,Delayed
YV,12,JAX,55,121.0,2019,1,Delayed
YV,12,OKC,80,123.0,2019,1,Delayed
9E,0,DTW,34,96.0,2019,1,Delayed
AA,1,ORD,83,218.0,2019,1,Delayed
AA,1,DFW,31,239.0,2019,1,Delayed
YV,12,DTW,34,189.0,2019,1,Delayed
YV,12,ORF,84,397.0,2019,1,Delayed
YV,12,DFW,31,127.0,2019,1,Delayed
EV,5,IND,52,29.0,2019,1,Normal
EV,5,MOB,74,58.0,2019,1,Delayed
OH,9,CLT,22,24.0,2019,1,Normal
DL,4,ATL,6,45.0,2019,1,Delayed
DL,4,ATL,6,48.0,2019,1,Delayed
YV,12,MKE,72,311.0,2019,1,Delayed
YV,12,LGA,63,64.0,2019,1,Delayed
YV,12,MSP,75,228.0,2019,1,Delayed
YV,12,GSP,43,354.0,2019,1,Delayed
EV,5,LIT,64,16.0,2019,1,Normal
EV,5,ELP,37,71.0,2019,1,Delayed
EV,5,TYS,115,106.0,2019,1,Delayed
EV,5,CRP,25,29.0,2019,1,Normal
EV,5,AMA,3,26.0,2019,1,Normal
NK,8,FLL,39,47.0,2019,1,Delayed
NK,8,DEN,30,42.0,2019,1,Normal
YX,13,SAT,98,62.0,2019,1,Delayed
YV,12,BOI,11,236.0,2019,1,Delayed
YV,12,CHS,19,202.0,2019,1,Delayed
YV,12,PSP,91,46.0,2019,1,Delayed
YV,12,MSP,75,51.0,2019,1,Delayed
YV,12,BRO,13,223.0,2019,1,Delayed
EV,5,SHV,104,217.0,2019,1,Delayed
EV,5,LCH,60,17.0,2019,1,Normal
EV,5,TUL,113,76.0,2019,1,Delayed
EV,5,OMA,81,15.0,2019,1,Normal
EV,5,TYS,115,46.0,2019,1,Normal
MQ,7,ORD,83,150.0,2019,1,Delayed
YV,12,ORF,84,414.0,2019,1,Delayed
YV,12,ATL,6,34.0,2019,1,Normal
YV,12,MSP,75,64.0,2019,1,Delayed
YV,12,DTW,34,75.0,2019,1,Delayed
YV,12,MAF,66,15.0,2019,1,Normal
YV,12,LGA,63,84.0,2019,1,Delayed
YV,12,PNS,90,343.0,2019,1,Delayed
YV,12,DCA,29,60.0,2019,1,Delayed
YV,12,DFW,31,215.0,2019,1,Delayed
YV,12,RSW,96,33.0,2019,1,Normal
YV,12,DTW,34,324.0,2019,1,Delayed
NK,8,LAS,57,20.0,2019,1,Normal
OO,10,SLC,107,17.0,2019,1,Normal
OO,10,SDF,100,284.0,2019,1,Delayed
OO,10,COS,24,83.0,2019,1,Delayed
OO,10,ASE,5,239.0,2019,1,Delayed
9E,0,MSP,75,16.0,2019,1,Normal
UA,11,DEN,30,42.0,2019,1,Normal
UA,11,SFO,102,262.0,2019,1,Delayed
UA,11,MCO,68,86.0,2019,1,Delayed
UA,11,OMA,81,93.0,2019,1,Delayed
UA,11,ORD,83,19.0,2019,1,Normal
UA,11,PHX,88,26.0,2019,1,Normal
UA,11,DCA,29,74.0,2019,1,Delayed
UA,11,DEN,30,42.0,2019,1,Normal
UA,11,EWR,38,96.0,2019,1,Delayed
UA,11,EWR,38,48.0,2019,1,Delayed
UA,11,EWR,38,67.0,2019,1,Delayed
UA,11,ORD,83,142.0,2019,1,Delayed
UA,11,IAD,50,48.0,2019,1,Delayed
UA,11,EWR,38,66.0,2019,1,Delayed
UA,11,MSY,76,145.0,2019,1,Delayed
YV,12,CLE,20,312.0,2019,1,Delayed
YV,12,ELP,37,59.0,2019,1,Delayed
YV,12,SLC,107,129.0,2019,1,Delayed
EV,5,MFE,70,112.0,2019,1,Delayed
EV,5,IND,52,59.0,2019,1,Normal
EV,5,PNS,90,30.0,2019,1,Normal
EV,5,LBB,59,102.0,2019,1,Delayed
9E,0,MSP,75,95.0,2019,1,Delayed
AA,1,MIA,71,694.0,2019,1,Delayed
UA,11,PDX,86,186.0,2019,1,Delayed
UA,11,SAT,98,122.0,2019,1,Delayed
UA,11,MSY,76,52.0,2019,1,Delayed
UA,11,LGA,63,151.0,2019,1,Delayed
UA,11,IAD,50,49.0,2019,1,Delayed
UA,11,MFE,70,79.0,2019,1,Delayed
UA,11,EWR,38,325.0,2019,1,Delayed
UA,11,CRP,25,110.0,2019,1,Delayed
UA,11,EWR,38,255.0,2019,1,Delayed
UA,11,EWR,38,94.0,2019,1,Delayed
UA,11,EWR,38,112.0,2019,1,Delayed
UA,11,TUS,114,272.0,2019,1,Delayed
UA,11,EWR,38,223.0,2019,1,Delayed
UA,11,HNL,46,52.0,2019,1,Delayed
UA,11,LGA,63,185.0,2019,1,Delayed
DL,4,ATL,6,58.0,2019,1,Delayed
YV,12,LGA,63,100.0,2019,1,Delayed
YV,12,DTW,34,68.0,2019,1,Normal
EV,5,AEX,1,259.0,2019,1,Delayed
EV,5,IND,52,70.0,2019,1,Delayed
EV,5,BRO,13,69.0,2019,1,Delayed
EV,5,LBB,59,375.0,2019,1,Delayed
AA,1,CLT,22,34.0,2019,1,Normal
AA,1,CLT,22,51.0,2019,1,Delayed
OO,10,SAT,98,38.0,2019,1,Normal
YV,12,DCA,29,36.0,2019,1,Normal
YX,13,LGA,63,50.0,2019,1,Delayed
YX,13,LGA,63,85.0,2019,1,Delayed
UA,11,MIA,71,190.0,2019,1,Delayed
UA,11,MSY,76,62.0,2019,1,Delayed
UA,11,DFW,31,60.0,2019,1,Delayed
UA,11,SFO,102,65.0,2019,1,Delayed
YX,13,RDU,93,72.0,2019,1,Delayed
YX,13,XNA,117,68.0,2019,1,Delayed
YX,13,RDU,93,34.0,2019,1,Normal
YX,13,SAT,98,61.0,2019,1,Delayed
YX,13,SAT,98,160.0,2019,1,Delayed
YX,13,MCI,67,45.0,2019,1,Delayed
YX,13,TUL,113,37.0,2019,1,Normal
YV,12,ATL,6,145.0,2019,1,Delayed
YV,12,JAX,55,86.0,2019,1,Delayed
EV,5,GPT,40,123.0,2019,1,Delayed
EV,5,BTR,14,164.0,2019,1,Delayed
9E,0,DTW,34,528.0,2019,1,Delayed
AA,1,DFW,31,154.0,2019,1,Delayed
OO,10,LGA,63,104.0,2019,1,Delayed
OO,10,DFW,31,146.0,2019,1,Delayed
YV,12,ATL,6,104.0,2019,1,Delayed
EV,5,BTR,14,187.0,2019,1,Delayed
EV,5,PNS,90,57.0,2019,1,Delayed
EV,5,BTR,14,58.0,2019,1,Delayed
EV,5,JAN,54,112.0,2019,1,Delayed
EV,5,STL,110,205.0,2019,1,Delayed
EV,5,LRD,65,15.0,2019,1,Normal
EV,5,HSV,49,300.0,2019,1,Delayed
EV,5,LFT,62,465.0,2019,1,Delayed
YX,13,MIA,71,127.0,2019,1,Delayed
OO,10,LGA,63,42.0,2019,1,Delayed
OO,10,MSP,75,133.0,2019,1,Delayed
OO,10,MSP,75,15.0,2019,1,Normal
AA,1,DFW,31,47.0,2019,1,Normal
AA,1,DFW,31,40.0,2019,1,Normal
YV,12,AUS,7,84.0,2019,1,Delayed
YV,12,AUS,7,168.0,2019,1,Delayed
YV,12,RSW,96,18.0,2019,1,Normal
YV,12,OKC,80,92.0,2019,1,Delayed
YV,12,OKC,80,32.0,2019,1,Normal
EV,5,ELP,37,69.0,2019,1,Delayed
EV,5,BTR,14,72.0,2019,1,Delayed
EV,5,STL,110,66.0,2019,1,Delayed
EV,5,MOB,74,128.0,2019,1,Delayed
EV,5,LFT,62,139.0,2019,1,Delayed
NK,8,ORD,83,26.0,2019,1,Normal
NK,8,LAX,58,210.0,2019,1,Delayed
NK,8,ATL,6,101.0,2019,1,Delayed
AA,1,MIA,71,123.0,2019,1,Delayed
AA,1,MIA,71,57.0,2019,1,Delayed
AA,1,PHX,88,229.0,2019,1,Delayed
AA,1,DFW,31,210.0,2019,1,Delayed
DL,4,ATL,6,149.0,2019,1,Delayed
DL,4,ATL,6,61.0,2019,1,Delayed
YV,12,TUS,114,166.0,2019,1,Delayed
YV,12,DCA,29,128.0,2019,1,Delayed
YV,12,MCI,67,161.0,2019,1,Delayed
YV,12,PHX,88,40.0,2019,1,Delayed
YV,12,ICT,51,95.0,2019,1,Delayed
YV,12,TUL,113,72.0,2019,1,Delayed
YV,12,GSP,43,76.0,2019,1,Delayed
YV,12,CLT,22,123.0,2019,1,Delayed
YV,12,DFW,31,26.0,2019,1,Normal
EV,5,STL,110,301.0,2019,1,Delayed
EV,5,VPS,116,126.0,2019,1,Delayed
EV,5,BNA,10,127.0,2019,1,Delayed
OO,10,SDF,100,21.0,2019,1,Normal
OO,10,COS,24,1625.0,2019,1,Delayed
OO,10,MKE,72,101.0,2019,1,Delayed
OO,10,XNA,117,372.0,2019,1,Delayed
AA,1,DFW,31,149.0,2019,1,Delayed
YX,13,CMH,23,33.0,2019,1,Normal
YX,13,ATL,6,39.0,2019,1,Normal
YX,13,PIT,89,151.0,2019,1,Delayed
YX,13,MSP,75,112.0,2019,1,Delayed
YX,13,SDF,100,135.0,2019,1,Delayed
YX,13,CRP,25,37.0,2019,1,Normal
EV,5,LCH,60,668.0,2019,1,Delayed
EV,5,SGF,103,129.0,2019,1,Delayed
EV,5,JAN,54,128.0,2019,1,Delayed
EV,5,LIT,64,38.0,2019,1,Normal
AA,1,LAX,58,112.0,2019,1,Delayed
YV,12,CLE,20,23.0,2019,1,Normal
YV,12,ORF,84,323.0,2019,1,Delayed
YV,12,PNS,90,41.0,2019,1,Delayed
UA,11,SMF,108,146.0,2019,1,Delayed
UA,11,ORD,83,100.0,2019,1,Delayed
UA,11,ORD,83,44.0,2019,1,Normal
UA,11,ORD,83,27.0,2019,1,Normal
UA,11,LAX,58,39.0,2019,1,Normal
UA,11,SAN,97,27.0,2019,1,Normal
UA,11,SJU,106,86.0,2019,1,Delayed
UA,11,ORD,83,194.0,2019,1,Delayed
UA,11,SAN,97,36.0,2019,1,Normal
UA,11,BWI,15,99.0,2019,1,Delayed
UA,11,SAT,98,78.0,2019,1,Delayed
UA,11,MCO,68,451.0,2019,1,Delayed
UA,11,RDU,93,114.0,2019,1,Delayed
UA,11,ORD,83,103.0,2019,1,Delayed
UA,11,SJU,106,106.0,2019,1,Delayed
UA,11,LAX,58,264.0,2019,1,Delayed
UA,11,EWR,38,70.0,2019,1,Delayed
UA,11,PHX,88,166.0,2019,1,Delayed
UA,11,EWR,38,78.0,2019,1,Delayed
UA,11,SNA,109,46.0,2019,1,Normal
UA,11,EWR,38,89.0,2019,1,Delayed
UA,11,AUS,7,34.0,2019,1,Normal
UA,11,EWR,38,71.0,2019,1,Delayed
UA,11,SEA,101,111.0,2019,1,Delayed
UA,11,DEN,30,74.0,2019,1,Delayed
UA,11,SFO,102,39.0,2019,1,Delayed
UA,11,LAX,58,53.0,2019,1,Delayed
YV,12,DAY,28,63.0,2020,1,Delayed
YV,12,BHM,9,47.0,2020,1,Delayed
YV,12,MFE,70,247.0,2020,1,Delayed
YV,12,MEM,69,77.0,2020,1,Delayed
YV,12,ICT,51,62.0,2020,1,Delayed
YV,12,STL,110,99.0,2020,1,Delayed
YV,12,DFW,31,330.0,2020,1,Delayed
YV,12,PNS,90,87.0,2020,1,Delayed
YV,12,BHM,9,160.0,2020,1,Delayed
YV,12,BTR,14,81.0,2020,1,Delayed
YV,12,AUS,7,341.0,2020,1,Delayed
YV,12,PNS,90,132.0,2020,1,Delayed
AA,1,PHX,88,108.0,2020,1,Delayed
NK,8,LAS,57,51.0,2020,1,Delayed
OO,10,MAF,66,59.0,2020,1,Delayed
OO,10,ABQ,0,72.0,2020,1,Delayed
OO,10,HOB,47,54.0,2020,1,Delayed
UA,11,IAD,50,19.0,2020,1,Normal
UA,11,MSY,76,44.0,2020,1,Delayed
UA,11,DEN,30,309.0,2020,1,Delayed
UA,11,AUS,7,193.0,2020,1,Delayed
UA,11,SFO,102,30.0,2020,1,Normal
UA,11,PHL,87,65.0,2020,1,Delayed
UA,11,LAX,58,36.0,2020,1,Normal
EV,5,BTR,14,59.0,2020,1,Delayed
EV,5,LBB,59,62.0,2020,1,Delayed
AA,1,LAX,58,86.0,2020,1,Delayed
AA,1,DFW,31,1150.0,2020,1,Delayed
DL,4,SLC,107,22.0,2020,1,Normal
UA,11,DEN,30,74.0,2020,1,Delayed
UA,11,SEA,101,71.0,2020,1,Delayed
UA,11,MSY,76,468.0,2020,1,Delayed
UA,11,LAS,57,53.0,2020,1,Delayed
UA,11,SMF,108,59.0,2020,1,Delayed
UA,11,EWR,38,103.0,2020,1,Delayed
UA,11,DEN,30,18.0,2020,1,Normal
UA,11,LAS,57,29.0,2020,1,Normal
UA,11,EWR,38,65.0,2020,1,Delayed
UA,11,IAD,50,766.0,2020,1,Delayed
EV,5,STL,110,105.0,2020,1,Delayed
YV,12,TYS,115,457.0,2020,1,Delayed
YV,12,DTW,34,253.0,2020,1,Delayed
YV,12,ATL,6,119.0,2020,1,Delayed
YV,12,MAF,66,83.0,2020,1,Delayed
YV,12,SAV,99,136.0,2020,1,Delayed
YV,12,TUL,113,128.0,2020,1,Delayed
YV,12,ECP,35,105.0,2020,1,Delayed
YV,12,SDF,100,60.0,2020,1,Delayed
YV,12,CHS,19,271.0,2020,1,Delayed
YV,12,ELP,37,564.0,2020,1,Delayed
YV,12,PHX,88,64.0,2020,1,Delayed
AA,1,MIA,71,134.0,2020,1,Delayed
NK,8,TPA,112,66.0,2020,1,Delayed
YX,13,CLE,20,181.0,2020,1,Delayed
YX,13,ORF,84,46.0,2020,1,Delayed
EV,5,TYS,115,117.0,2020,1,Delayed
YV,12,MEM,69,264.0,2020,1,Delayed
YV,12,BTR,14,1092.0,2020,1,Delayed
YV,12,AUS,7,156.0,2020,1,Delayed
YV,12,DFW,31,176.0,2020,1,Delayed
YV,12,GSP,43,115.0,2020,1,Delayed
YV,12,OKC,80,67.0,2020,1,Delayed
YV,12,BHM,9,40.0,2020,1,Normal
YV,12,ATL,6,61.0,2020,1,Delayed
YV,12,LGA,63,862.0,2020,1,Delayed
YV,12,OKC,80,156.0,2020,1,Delayed
YV,12,SLC,107,109.0,2020,1,Delayed
YV,12,ATL,6,145.0,2020,1,Delayed
YV,12,DTW,34,129.0,2020,1,Delayed
YV,12,TUL,113,275.0,2020,1,Delayed
YV,12,CLT,22,411.0,2020,1,Delayed
YV,12,ATL,6,133.0,2020,1,Delayed
YV,12,CRP,25,71.0,2020,1,Delayed
YV,12,MFE,70,366.0,2020,1,Delayed
YV,12,DCA,29,330.0,2020,1,Delayed
YV,12,DCA,29,108.0,2020,1,Delayed
YV,12,OKC,80,96.0,2020,1,Delayed
YV,12,HSV,49,179.0,2020,1,Delayed
YV,12,TUS,114,108.0,2020,1,Delayed
YV,12,OMA,81,401.0,2020,1,Delayed
YV,12,LFT,62,209.0,2020,1,Delayed
YV,12,PSP,91,89.0,2020,1,Delayed
YV,12,CHS,19,286.0,2020,1,Delayed
YV,12,ELP,37,1097.0,2020,1,Delayed
YV,12,PNS,90,161.0,2020,1,Delayed
YV,12,TUL,113,61.0,2020,1,Delayed
YV,12,CRP,25,50.0,2020,1,Delayed
YV,12,CHS,19,84.0,2020,1,Delayed
YV,12,RSW,96,429.0,2020,1,Delayed
YV,12,ELP,37,215.0,2020,1,Delayed
YV,12,MEM,69,92.0,2020,1,Delayed
YV,12,RNO,95,55.0,2020,1,Delayed
YV,12,MOB,74,434.0,2020,1,Delayed
YV,12,CLT,22,308.0,2020,1,Delayed
AA,1,PHX,88,64.0,2020,1,Delayed
AA,1,CLT,22,71.0,2020,1,Delayed
YX,13,SAT,98,203.0,2020,1,Delayed
YX,13,IND,52,95.0,2020,1,Delayed
DL,4,SLC,107,43.0,2020,1,Delayed
EV,5,BTR,14,105.0,2020,1,Delayed
EV,5,VPS,116,79.0,2020,1,Delayed
EV,5,LBB,59,77.0,2020,1,Delayed
EV,5,AEX,1,30.0,2020,1,Normal
EV,5,AMA,3,147.0,2020,1,Delayed
EV,5,PIT,89,115.0,2020,1,Delayed
EV,5,JAX,55,94.0,2020,1,Delayed
EV,5,MFE,70,16.0,2020,1,Normal
EV,5,CVG,27,305.0,2020,1,Delayed
EV,5,GRK,41,61.0,2020,1,Delayed
EV,5,JAN,54,33.0,2020,1,Normal
EV,5,ICT,51,166.0,2020,1,Delayed
EV,5,ECP,35,69.0,2020,1,Delayed
EV,5,IND,52,178.0,2020,1,Delayed
EV,5,BRO,13,38.0,2020,1,Normal
AA,1,CLT,22,43.0,2020,1,Delayed
AA,1,LAX,58,64.0,2020,1,Delayed
F9,6,LAS,57,375.0,2020,1,Delayed
YV,12,JAN,54,21.0,2020,1,Normal
YV,12,JAN,54,67.0,2020,1,Normal
YV,12,BZN,16,114.0,2020,1,Delayed
YV,12,DTW,34,88.0,2020,1,Delayed
YV,12,CLT,22,95.0,2020,1,Delayed
YV,12,RDU,93,76.0,2020,1,Delayed
YV,12,DCA,29,304.0,2020,1,Delayed
YV,12,CAK,18,124.0,2020,1,Delayed
YV,12,CHS,19,395.0,2020,1,Delayed
YV,12,BNA,10,172.0,2020,1,Delayed
YV,12,PNS,90,267.0,2020,1,Delayed
YV,12,HSV,49,298.0,2020,1,Delayed
YV,12,CLT,22,41.0,2020,1,Delayed
YV,12,HRL,48,49.0,2020,1,Delayed
YV,12,JAX,55,453.0,2020,1,Delayed
YV,12,MAF,66,218.0,2020,1,Delayed
YV,12,BDL,8,165.0,2020,1,Delayed
YV,12,PNS,90,198.0,2020,1,Delayed
OO,10,DTW,34,177.0,2020,1,Delayed
OO,10,LIT,64,52.0,2020,1,Delayed
OO,10,HOB,47,26.0,2020,1,Normal
OO,10,DSM,33,261.0,2020,1,Delayed
OO,10,MAF,66,261.0,2020,1,Delayed
OO,10,BNA,10,347.0,2020,1,Delayed
OO,10,COS,24,292.0,2020,1,Delayed
OO,10,CRP,25,58.0,2020,1,Delayed
OO,10,JAN,54,256.0,2020,1,Delayed
OO,10,BNA,10,557.0,2020,1,Delayed
OO,10,MSP,75,273.0,2020,1,Delayed
OO,10,MKE,72,353.0,2020,1,Delayed
OO,10,SHV,104,32.0,2020,1,Normal
OO,10,ASE,5,207.0,2020,1,Delayed
OO,10,LIT,64,23.0,2020,1,Normal
OO,10,HSV,49,447.0,2020,1,Delayed
OO,10,PSP,91,598.0,2020,1,Delayed
OO,10,SHV,104,93.0,2020,1,Delayed
OO,10,ASE,5,282.0,2020,1,Delayed
OO,10,ASE,5,98.0,2020,1,Delayed
OO,10,ASE,5,40.0,2020,1,Normal
UA,11,MSY,76,17.0,2020,1,Normal
UA,11,MIA,71,91.0,2020,1,Delayed
UA,11,MSY,76,43.0,2020,1,Delayed
UA,11,DEN,30,89.0,2020,1,Delayed
UA,11,TPA,112,297.0,2020,1,Delayed
UA,11,AUS,7,108.0,2020,1,Delayed
UA,11,PDX,86,323.0,2020,1,Delayed
UA,11,PHX,88,106.0,2020,1,Delayed
UA,11,BWI,15,68.0,2020,1,Delayed
UA,11,SFO,102,85.0,2020,1,Delayed
UA,11,TUS,114,61.0,2020,1,Delayed
UA,11,SJU,106,28.0,2020,1,Normal
UA,11,STL,110,50.0,2020,1,Delayed
UA,11,DCA,29,187.0,2020,1,Delayed
UA,11,SAN,97,67.0,2020,1,Delayed
UA,11,RDU,93,72.0,2020,1,Delayed
UA,11,PHL,87,57.0,2020,1,Delayed
UA,11,MCO,68,64.0,2020,1,Delayed
UA,11,MCO,68,68.0,2020,1,Delayed
UA,11,RSW,96,104.0,2020,1,Delayed
UA,11,BWI,15,234.0,2020,1,Delayed
UA,11,EWR,38,194.0,2020,1,Delayed
